Year,Station,Variety,Category,Rep,Yield,GD
2017,Cumilla,BRRI dhan54,Medium,1,3.79,131
2017,Cumilla,BRRI dhan31,Long,3,3.17,131
2017,Cumilla,BRRI dhan54,Medium,3,4.65,131
2017,Kushtia,BRRI dhan54,Medium,1,5.27,131
2017,Kushtia,BRRI dhan53,Medium,2,3.94,131
2017,Kushtia,BRRI dhan54,Medium,2,4.6,131
2017,Kushtia,BRRI dhan54,Medium,3,4.39,131
2017,Kushtia,BRRI dhan73,Medium,3,4.51,131
2017,Rajshahi,BR25,Medium,2,3.36,131
2017,Rajshahi,BRRI dhan72,Medium,2,4.33,131
2017,Rajshahi,BR25,Medium,3,3.09,131
2017,Rangpur,BRRI dhan31,Long,1,3.11,131
2017,Rangpur,BRRI dhan31,Long,2,2.89,131
2017,Rangpur,BRRI dhan31,Long,3,2.19,131
2017,Satkhira,BRRI dhan31,Long,1,4.42,131
2017,Satkhira,BR25,Medium,2,4.12,131
2015,Bhanga,BRRI dhan56,Short,2,4.32,132
2015,Bhanga,BRRI dhan56,Short,3,4.45,132
2015,Cumilla,BRRI dhan39,Medium,2,4.77,132
2016,Cumilla,BRRI dhan70,Medium,1,4.44,132
2016,Kushtia,BRRI dhan49,Medium,1,4.75,132
2016,Kushtia,BRRI dhan72,Medium,1,4.73,132
2016,Kushtia,BRRI dhan49,Medium,2,3.6,132
2016,Kushtia,BRRI dhan72,Medium,2,4.37,132
2016,Kushtia,BRRI dhan49,Medium,3,3.78,132
2016,Kushtia,BRRI dhan72,Medium,3,5.23,132
2016,Rajshahi,BR25,Medium,1,6.31,132
2016,Rajshahi,BRRI dhan76,Long,1,6.26,132
2016,Rajshahi,BRRI dhan76,Long,3,6.14,132
2016,Rangpur,BRRI dhan32,Medium,1,4.21,132
2016,Rangpur,BRRI dhan38,Long,1,2.95,132
2016,Rangpur,BRRI dhan72,Medium,1,2.4,132
2016,Rangpur,BRRI dhan32,Medium,2,4.41,132
2016,Rangpur,BRRI dhan38,Long,2,2.89,132
2016,Rangpur,BRRI dhan32,Medium,3,4.31,132
2016,Rangpur,BRRI dhan38,Long,3,2.79,132
2016,Satkhira,BRRI dhan32,Medium,1,6.15,132
2016,Satkhira,BRRI dhan54,Medium,1,4.45,132
2016,Satkhira,BRRI dhan70,Medium,1,5.43,132
2016,Satkhira,BRRI dhan73,Medium,1,5.61,132
2016,Satkhira,BRRI dhan54,Medium,2,5.04,132
2016,Satkhira,BRRI dhan72,Medium,2,4.69,132
2016,Satkhira,BRRI dhan73,Medium,2,6.14,132
2016,Satkhira,BRRI dhan32,Medium,3,4.98,132
2016,Satkhira,BRRI dhan53,Medium,3,6.07,132
2016,Satkhira,BRRI dhan70,Medium,3,4.42,132
2016,Satkhira,BRRI dhan73,Medium,3,5.67,132
2017,Barishal,BR3,Long,1,4.12,132
2017,Barishal,BR25,Medium,1,4.35,132
2017,Barishal,BRRI dhan49,Medium,1,4.3,132
2017,Barishal,BRRI dhan54,Medium,1,4.95,132
2017,Barishal,BR25,Medium,2,4.41,132
2017,Barishal,BRRI dhan49,Medium,2,3.73,132
2017,Barishal,BRRI dhan54,Medium,2,5.59,132
2017,Barishal,BR25,Medium,3,4.48,132
2017,Barishal,BRRI dhan49,Medium,3,4.95,132
2017,Barishal,BRRI dhan54,Medium,3,3.91,132
2017,Bhanga,BRRI dhan32,Medium,2,4.04,132
2017,Bhanga,BRRI dhan44,Long,3,1.51,132
2017,Cumilla,BRRI dhan37,Long,1,3.06,132
2017,Cumilla,BRRI dhan70,Medium,1,1.37,132
2017,Cumilla,BRRI dhan34,Medium,2,1.65,132
2017,Cumilla,BRRI dhan37,Long,2,3.3,132
2017,Cumilla,BRRI dhan70,Medium,2,2.2,132
2017,Cumilla,BRRI dhan37,Long,3,3.18,132
2017,Cumilla,BRRI dhan70,Medium,3,1.78,132
2017,Kushtia,BRRI dhan66,Short,1,4.42,132
2017,Kushtia,BRRI dhan66,Short,2,4.04,132
2017,Kushtia,BRRI dhan66,Short,3,4.8,132
2017,Rajshahi,BR25,Medium,1,3.7,132
2017,Rajshahi,BRRI dhan76,Long,2,4.16,132
2017,Rajshahi,BRRI dhan76,Long,3,4.92,132
2017,Satkhira,BRRI dhan32,Medium,1,5.38,132
2017,Satkhira,BR25,Medium,3,3.86,132
2017,Satkhira,BRRI dhan34,Medium,3,1.01,132
2017,Sonagazi,BRRI dhan32,Medium,1,5.74,132
2017,Sonagazi,BRRI dhan70,Medium,1,5.04,132
2017,Sonagazi,BRRI dhan32,Medium,2,6.63,132
2017,Sonagazi,BRRI dhan70,Medium,2,4.99,132
2017,Sonagazi,BRRI dhan32,Medium,3,5.86,132
2017,Sonagazi,BRRI dhan70,Medium,3,4.92,132
2015,Bhanga,BR3,Long,1,5.72,133
2015,Bhanga,BRRI dhan44,Long,1,2.22,133
2015,Bhanga,BRRI dhan56,Short,1,4.28,133
2015,Bhanga,BRRI dhan44,Long,2,2.75,133
2015,Cumilla,BRRI dhan39,Medium,3,5.79,133
2015,Gazipur,BRRI dhan30,Long,1,6.11,133
2015,Gazipur,BRRI dhan30,Long,2,6.77,133
2015,Gazipur,BRRI dhan30,Long,3,5.73,133
2015,Rajshahi,BR25,Medium,3,5.66,133
2015,Satkhira,BRRI dhan54,Medium,3,3.89,133
2016,Rajshahi,BRRI dhan76,Long,2,5.33,133
2017,Bhanga,BRRI dhan32,Medium,3,5.39,133
2017,Cumilla,BR25,Medium,1,5.17,133
2017,Rajshahi,BRRI dhan49,Medium,1,4.11,133
2017,Rajshahi,BRRI dhan72,Medium,1,4.22,133
2017,Rangpur,BRRI dhan54,Medium,1,6.64,133
2017,Rangpur,BRRI dhan54,Medium,2,6.32,133
2017,Rangpur,BRRI dhan54,Medium,3,4.32,133
2017,Satkhira,BR25,Medium,1,3.91,133
2017,Satkhira,BRRI dhan34,Medium,2,2.57,133
2017,Satkhira,BRRI dhan72,Medium,3,4.59,133
2017,Sonagazi,BRRI dhan54,Medium,1,5.46,133
2017,Sonagazi,BRRI dhan54,Medium,2,5.53,133
2017,Sonagazi,BRRI dhan54,Medium,3,5.69,133
2015,Bhanga,BR3,Long,2,6.04,134
2015,Bhanga,BR3,Long,3,6.08,134
2015,Gazipur,BRRI dhan32,Medium,1,6.45,134
2015,Gazipur,BRRI dhan32,Medium,2,5.69,134
2015,Gazipur,BRRI dhan32,Medium,3,2.53,134
2015,Kushtia,BRRI dhan32,Medium,1,6.29,134
2015,Kushtia,BRRI dhan32,Medium,2,5.48,134
2015,Kushtia,BRRI dhan32,Medium,3,6.37,134
2015,Rajshahi,BRRI dhan49,Medium,1,5.39,134
2015,Rajshahi,BRRI dhan49,Medium,2,6.06,134
2015,Satkhira,BRRI dhan54,Medium,2,5.93,134
2016,Barishal,BRRI dhan75,Short,1,3.54,134
2016,Barishal,BRRI dhan75,Short,2,4.1,134
2016,Barishal,BRRI dhan75,Short,3,4.53,134
2016,Bhanga,BRRI dhan37,Long,3,2.52,134
2016,Satkhira,BRRI dhan34,Medium,1,2.22,134
2016,Satkhira,BRRI dhan49,Medium,1,5,134
2016,Satkhira,BRRI dhan32,Medium,2,4.59,134
2016,Satkhira,BRRI dhan34,Medium,2,3.81,134
2016,Satkhira,BRRI dhan49,Medium,2,6.09,134
2016,Satkhira,BRRI dhan54,Medium,3,6.1,134
2017,Bhanga,BRRI dhan34,Medium,1,2.37,134
2017,Cumilla,BR25,Medium,2,4.55,134
2017,Cumilla,BRRI dhan49,Medium,2,2.4,134
2017,Cumilla,BR25,Medium,3,4.86,134
2017,Cumilla,BRRI dhan34,Medium,3,1.95,134
2017,Rangpur,BRRI dhan52,Long,1,4.4,134
2017,Rangpur,BRRI dhan52,Long,2,4.4,134
2017,Rangpur,BRRI dhan52,Long,3,3.77,134
2017,Satkhira,BRRI dhan34,Medium,1,2.24,134
2017,Satkhira,BRRI dhan72,Medium,1,4.56,134
2017,Satkhira,BRRI dhan72,Medium,2,5.21,134
2017,Satkhira,BRRI dhan38,Long,3,1.77,134
2017,Satkhira,BRRI dhan46,Long,2,4.51,135
2015,Cumilla,BRRI dhan53,Medium,1,5.74,135
2015,Cumilla,BR3,Long,2,4.67,135
2015,Gazipur,BRRI dhan49,Medium,1,6.2,135
2015,Gazipur,BRRI dhan49,Medium,2,6.72,135
2015,Gazipur,BRRI dhan49,Medium,3,5.89,135
2015,Rajshahi,BRRI dhan49,Medium,3,5.66,135
2015,Rangpur,BRRI dhan31,Long,1,4.8,135
2015,Rangpur,BRRI dhan49,Medium,1,4.6,135
2015,Rangpur,BRRI dhan31,Long,2,4,135
2015,Rangpur,BRRI dhan49,Medium,2,4.8,135
2015,Rangpur,BRRI dhan31,Long,3,4.5,135
2015,Rangpur,BRRI dhan49,Medium,3,4.7,135
2015,Satkhira,BRRI dhan49,Medium,2,4.6,135
2016,Gazipur,BRRI dhan44,Long,1,6.47,135
2016,Gazipur,BRRI dhan44,Long,2,5.78,135
2016,Gazipur,BRRI dhan44,Long,3,4.55,135
2016,Kushtia,BRRI dhan31,Long,1,5.26,135
2016,Kushtia,BRRI dhan31,Long,2,4.8,135
2016,Kushtia,BRRI dhan31,Long,3,4.33,135
2016,Rajshahi,BRRI dhan49,Medium,1,5.17,135
2016,Rajshahi,BRRI dhan53,Medium,1,5.92,135
2016,Rajshahi,BRRI dhan49,Medium,2,5.21,135
2016,Rajshahi,BRRI dhan49,Medium,3,4.83,135
2016,Rajshahi,BRRI dhan53,Medium,3,5.58,135
2017,Bhanga,BRRI dhan72,Medium,1,2.98,135
2017,Bhanga,BRRI dhan72,Medium,2,3.66,135
2017,Cumilla,BRRI dhan32,Medium,1,5.8,135
2017,Cumilla,BRRI dhan34,Medium,1,2.25,135
2017,Cumilla,BRRI dhan49,Medium,1,3.16,135
2017,Cumilla,BRRI dhan49,Medium,3,3.38,135
2017,Gazipur,BRRI dhan31,Long,1,4.32,135
2017,Gazipur,BRRI dhan44,Long,1,2.66,135
2017,Gazipur,BRRI dhan31,Long,2,3.65,135
2017,Gazipur,BRRI dhan44,Long,2,3.64,135
2017,Gazipur,BRRI dhan31,Long,3,3.17,135
2017,Gazipur,BRRI dhan44,Long,3,2.72,135
2017,Kushtia,BRRI dhan32,Medium,1,4.27,135
2017,Kushtia,BRRI dhan32,Medium,2,2.59,135
2017,Kushtia,BRRI dhan53,Medium,3,4.45,135
2017,Rajshahi,BRRI dhan53,Medium,1,3.3,135
2017,Rajshahi,BRRI dhan76,Long,1,3.56,135
2017,Rajshahi,BRRI dhan49,Medium,2,5.1,135
2017,Rajshahi,BRRI dhan53,Medium,2,3.21,135
2017,Rajshahi,BRRI dhan49,Medium,3,4.84,135
2017,Satkhira,BRRI dhan38,Long,1,3.84,135
2017,Satkhira,BRRI dhan31,Long,2,4.33,135
2017,Satkhira,BRRI dhan31,Long,3,4.51,135
2017,Sonagazi,BR25,Medium,1,5.1,135
2017,Sonagazi,BRRI dhan49,Medium,1,6.19,135
2017,Sonagazi,BR25,Medium,2,4.98,135
2017,Sonagazi,BRRI dhan49,Medium,2,6.52,135
2017,Sonagazi,BR25,Medium,3,4.82,135
2017,Sonagazi,BRRI dhan49,Medium,3,6.29,135
2016,Satkhira,BRRI dhan46,Long,2,4.77,136
2017,Satkhira,BRRI dhan46,Long,1,4.59,136
2015,Rajshahi,BRRI dhan53,Medium,1,5.06,136
2015,Rajshahi,BRRI dhan31,Long,2,5.04,136
2015,Rajshahi,BRRI dhan31,Long,3,4.61,136
2015,Satkhira,BRRI dhan31,Long,1,5.15,136
2015,Satkhira,BRRI dhan54,Medium,1,4.71,136
2015,Satkhira,BRRI dhan31,Long,3,4.78,136
2016,Bhanga,BRRI dhan49,Medium,1,5.29,136
2016,Bhanga,BRRI dhan52,Long,1,2.82,136
2016,Bhanga,BR25,Medium,2,3.06,136
2016,Kushtia,BRRI dhan30,Long,1,4.91,136
2016,Kushtia,BRRI dhan52,Long,1,4.8,136
2016,Kushtia,BRRI dhan54,Medium,1,4.89,136
2016,Kushtia,BRRI dhan30,Long,2,4.78,136
2016,Kushtia,BRRI dhan52,Long,2,5.44,136
2016,Kushtia,BRRI dhan54,Medium,2,5.07,136
2016,Kushtia,BRRI dhan30,Long,3,4.8,136
2016,Kushtia,BRRI dhan52,Long,3,5.75,136
2016,Kushtia,BRRI dhan54,Medium,3,5.64,136
2016,Rajshahi,BRRI dhan31,Long,3,5.13,136
2016,Rangpur,BRRI dhan49,Medium,1,3.14,136
2016,Rangpur,BRRI dhan49,Medium,2,3.36,136
2016,Rangpur,BRRI dhan49,Medium,3,3.4,136
2016,Satkhira,BRRI dhan37,Long,1,2,136
2016,Satkhira,BRRI dhan31,Long,2,4.8,136
2016,Satkhira,BRRI dhan37,Long,2,2.69,136
2016,Satkhira,BRRI dhan34,Medium,3,2.49,136
2016,Satkhira,BRRI dhan49,Medium,3,6.1,136
2017,Bhanga,BRRI dhan32,Medium,1,4.48,136
2017,Bhanga,BRRI dhan38,Long,1,2.33,136
2017,Bhanga,BRRI dhan38,Long,2,1.72,136
2017,Bhanga,BRRI dhan38,Long,3,1.92,136
2017,Cumilla,BRRI dhan32,Medium,2,4.64,136
2017,Cumilla,BRRI dhan32,Medium,3,5.22,136
2017,Kushtia,BRRI dhan53,Medium,1,4.49,136
2017,Kushtia,BRRI dhan73,Medium,1,4.37,136
2017,Kushtia,BRRI dhan73,Medium,2,4.4,136
2017,Kushtia,BRRI dhan32,Medium,3,4.37,136
2017,Rajshahi,BRRI dhan31,Long,2,5.06,136
2017,Rajshahi,BRRI dhan31,Long,3,5.09,136
2017,Satkhira,BRRI dhan40,Long,1,4.52,136
2017,Satkhira,BRRI dhan52,Long,1,5.4,136
2017,Satkhira,BRRI dhan77,Long,3,4.68,136
2017,Satkhira,BRRI dhan46,Long,3,4.67,137
2015,Bhanga,BRRI dhan37,Long,3,2.27,137
2015,Cumilla,BR3,Long,3,5.25,137
2015,Cumilla,BRRI dhan53,Medium,3,6.5,137
2015,Gazipur,BRRI dhan52,Long,1,7.19,137
2015,Gazipur,BRRI dhan52,Long,2,7.14,137
2015,Gazipur,BRRI dhan52,Long,3,6.62,137
2015,Rajshahi,BRRI dhan53,Medium,2,5.58,137
2015,Rangpur,BR10,Long,1,6.4,137
2015,Rangpur,BRRI dhan30,Long,1,5.4,137
2015,Rangpur,BRRI dhan40,Long,1,6.4,137
2015,Rangpur,BRRI dhan52,Long,1,6,137
2015,Rangpur,BR10,Long,2,5,137
2015,Rangpur,BRRI dhan30,Long,2,5.2,137
2015,Rangpur,BRRI dhan40,Long,2,8,137
2015,Rangpur,BRRI dhan52,Long,2,5.9,137
2015,Rangpur,BR10,Long,3,6.2,137
2015,Rangpur,BRRI dhan30,Long,3,5.05,137
2015,Rangpur,BRRI dhan40,Long,3,6,137
2015,Rangpur,BRRI dhan52,Long,3,5.4,137
2015,Satkhira,BRRI dhan31,Long,2,5.98,137
2015,Satkhira,BRRI dhan34,Medium,2,2.51,137
2015,Satkhira,BRRI dhan49,Medium,3,5.69,137
2015,Satkhira,BRRI dhan52,Long,3,5.63,137
2016,Bhanga,BRRI dhan70,Medium,1,3.37,137
2016,Cumilla,BR25,Medium,2,4.6,137
2016,Cumilla,BRRI dhan32,Medium,2,5.43,137
2016,Cumilla,BR25,Medium,3,4.55,137
2016,Gazipur,BRRI dhan31,Long,1,4.24,137
2016,Gazipur,BRRI dhan31,Long,2,5.44,137
2016,Gazipur,BRRI dhan31,Long,3,5.87,137
2016,Rajshahi,BRRI dhan31,Long,2,5.09,137
2016,Rangpur,BRRI dhan31,Long,1,4.62,137
2016,Rangpur,BRRI dhan37,Long,1,2.63,137
2016,Rangpur,BRRI dhan31,Long,2,3.11,137
2016,Rangpur,BRRI dhan37,Long,2,2.73,137
2016,Satkhira,BRRI dhan38,Long,1,4.16,137
2016,Satkhira,BRRI dhan37,Long,3,3.54,137
2017,Bhanga,BRRI dhan49,Medium,1,3.43,137
2017,Bhanga,BRRI dhan70,Medium,2,3.23,137
2017,Bhanga,BRRI dhan70,Medium,3,3.51,137
2017,Bhanga,BRRI dhan72,Medium,3,3.24,137
2017,Kushtia,BRRI dhan49,Medium,1,3.82,137
2017,Rangpur,BRRI dhan76,Long,1,3.83,137
2017,Rangpur,BRRI dhan76,Long,2,3.28,137
2017,Satkhira,BRRI dhan41,Long,1,4.4,137
2017,Satkhira,BRRI dhan76,Long,1,3.88,137
2017,Satkhira,BRRI dhan38,Long,2,3.42,137
2017,Satkhira,BRRI dhan44,Long,2,5.9,137
2017,Satkhira,BRRI dhan52,Long,2,5,137
2017,Satkhira,BR4,Long,3,3.38,137
2017,Sonagazi,BRRI dhan34,Medium,1,3.82,137
2017,Sonagazi,BRRI dhan34,Medium,2,3.74,137
2017,Sonagazi,BRRI dhan34,Medium,3,3.51,137
2016,Satkhira,BRRI dhan46,Long,1,5.28,138
2016,Satkhira,BRRI dhan46,Long,3,4.42,138
2015,Bhanga,BRRI dhan53,Medium,2,5.03,138
2015,Cumilla,BR3,Long,1,4.09,138
2015,Cumilla,BRRI dhan49,Medium,1,4.46,138
2015,Gazipur,BRRI dhan44,Long,1,5.67,138
2015,Gazipur,BRRI dhan44,Long,2,5.96,138
2015,Gazipur,BRRI dhan44,Long,3,6.51,138
2015,Kushtia,BR25,Medium,1,5.43,138
2015,Kushtia,BRRI dhan31,Long,1,5.99,138
2015,Kushtia,BRRI dhan52,Long,1,5.73,138
2015,Kushtia,BRRI dhan54,Medium,1,6.53,138
2015,Kushtia,BR25,Medium,2,4.18,138
2015,Kushtia,BRRI dhan31,Long,2,6.55,138
2015,Kushtia,BRRI dhan49,Medium,2,5.71,138
2015,Kushtia,BRRI dhan52,Long,2,6.15,138
2015,Kushtia,BRRI dhan54,Medium,2,6.48,138
2015,Kushtia,BR25,Medium,3,5.41,138
2015,Kushtia,BRRI dhan31,Long,3,6.55,138
2015,Kushtia,BRRI dhan49,Medium,3,6.26,138
2015,Kushtia,BRRI dhan52,Long,3,6.11,138
2015,Kushtia,BRRI dhan54,Medium,3,6.58,138
2015,Rajshahi,BRRI dhan31,Long,1,5,138
2015,Rajshahi,BRRI dhan53,Medium,3,5.21,138
2015,Satkhira,BRRI dhan49,Medium,1,4.1,138
2016,Bhanga,BR25,Medium,1,4.58,138
2016,Bhanga,BRRI dhan32,Medium,1,3.83,138
2016,Bhanga,BRRI dhan54,Medium,1,2.5,138
2016,Bhanga,BRRI dhan37,Long,2,2.52,138
2016,Bhanga,BRRI dhan49,Medium,2,4.51,138
2016,Bhanga,BRRI dhan52,Long,2,3.14,138
2016,Bhanga,BRRI dhan70,Medium,2,2.5,138
2016,Bhanga,BRRI dhan72,Medium,2,3.59,138
2016,Bhanga,BR25,Medium,3,4.84,138
2016,Bhanga,BRRI dhan32,Medium,3,5.45,138
2016,Bhanga,BRRI dhan49,Medium,3,4.95,138
2016,Bhanga,BRRI dhan52,Long,3,4.03,138
2016,Bhanga,BRRI dhan72,Medium,3,3.52,138
2016,Cumilla,BR25,Medium,1,4.73,138
2016,Cumilla,BRRI dhan32,Medium,3,5.66,138
2016,Rajshahi,BRRI dhan31,Long,1,5.64,138
2016,Rangpur,BRRI dhan37,Long,3,2.65,138
2016,Satkhira,BRRI dhan31,Long,1,5.11,138
2016,Satkhira,BRRI dhan38,Long,2,3.72,138
2016,Satkhira,BRRI dhan38,Long,3,3.77,138
2017,Barishal,BR4,Long,1,4.54,138
2017,Barishal,BRRI dhan44,Long,1,4.31,138
2017,Barishal,BRRI dhan51,Long,1,5.68,138
2017,Barishal,BR4,Long,2,3.8,138
2017,Barishal,BRRI dhan44,Long,2,4.28,138
2017,Barishal,BRRI dhan51,Long,2,5.53,138
2017,Barishal,BR4,Long,3,3.95,138
2017,Barishal,BRRI dhan44,Long,3,4.56,138
2017,Barishal,BRRI dhan51,Long,3,3.91,138
2017,Bhanga,BRRI dhan49,Medium,2,3.26,138
2017,Bhanga,BRRI dhan49,Medium,3,3.45,138
2017,Kushtia,BRRI dhan34,Medium,2,3.35,138
2017,Rajshahi,BRRI dhan31,Long,1,4.36,138
2017,Rajshahi,BRRI dhan77,Long,1,4.56,138
2017,Rangpur,BRRI dhan44,Long,1,4.19,138
2017,Rangpur,BRRI dhan44,Long,2,3.79,138
2017,Rangpur,BRRI dhan44,Long,3,4.4,138
2017,Rangpur,BRRI dhan76,Long,3,3.34,138
2017,Satkhira,BRRI dhan37,Long,1,2.6,138
2017,Satkhira,BR4,Long,2,3.57,138
2017,Satkhira,BRRI dhan37,Long,2,1.9,138
2017,Satkhira,BRRI dhan76,Long,2,4.69,138
2017,Satkhira,BRRI dhan40,Long,3,4.48,138
2017,Satkhira,BRRI dhan52,Long,3,5.13,138
2017,Satkhira,BRRI dhan76,Long,3,4.54,138
2015,Bhanga,BRRI dhan33,Short,1,6.57,139
2015,Bhanga,BRRI dhan39,Medium,1,5.07,139
2015,Bhanga,BRRI dhan53,Medium,1,5.35,139
2015,Bhanga,BRRI dhan33,Short,2,6.65,139
2015,Bhanga,BRRI dhan39,Medium,2,5.99,139
2015,Bhanga,BRRI dhan33,Short,3,6.73,139
2015,Bhanga,BRRI dhan39,Medium,3,6.9,139
2015,Bhanga,BRRI dhan53,Medium,3,5.26,139
2015,Cumilla,BRRI dhan54,Medium,1,2.89,139
2015,Cumilla,BRRI dhan49,Medium,3,4.58,139
2015,Rajshahi,BRRI dhan51,Long,3,4.93,139
2015,Rangpur,BRRI dhan44,Long,1,5,139
2015,Rangpur,BRRI dhan44,Long,2,6.6,139
2015,Rangpur,BRRI dhan44,Long,3,4.4,139
2015,Satkhira,BRRI dhan34,Medium,1,2.66,139
2015,Satkhira,BRRI dhan44,Long,1,4.69,139
2015,Satkhira,BRRI dhan52,Long,1,5.03,139
2015,Satkhira,BRRI dhan52,Long,2,6.44,139
2015,Satkhira,BRRI dhan34,Medium,3,2.48,139
2016,Bhanga,BRRI dhan72,Medium,1,3.01,139
2016,Bhanga,BRRI dhan31,Long,2,2.97,139
2016,Bhanga,BRRI dhan54,Medium,2,2.61,139
2016,Bhanga,BRRI dhan70,Medium,3,3.16,139
2016,Cumilla,BRRI dhan34,Medium,1,3.47,139
2016,Cumilla,BRRI dhan37,Long,2,3.74,139
2016,Cumilla,BRRI dhan52,Long,2,5.14,139
2016,Cumilla,BRRI dhan54,Medium,2,4.4,139
2016,Rajshahi,BR5,Long,1,3.88,139
2016,Rajshahi,BRRI dhan51,Long,2,5.74,139
2016,Rajshahi,BRRI dhan77,Long,3,6.12,139
2016,Rangpur,BRRI dhan31,Long,3,3.39,139
2017,Bhanga,BRRI dhan37,Long,1,2.01,139
2017,Bhanga,BRRI dhan52,Long,1,2.61,139
2017,Bhanga,BRRI dhan70,Medium,1,3.72,139
2017,Bhanga,BRRI dhan40,Long,2,3.56,139
2017,Bhanga,BRRI dhan52,Long,2,3.29,139
2017,Bhanga,BRRI dhan37,Long,3,2.02,139
2017,Bhanga,BRRI dhan40,Long,3,3.29,139
2017,Cumilla,BRRI dhan52,Long,2,1.77,139
2017,Kushtia,BRRI dhan31,Long,1,4.54,139
2017,Kushtia,BRRI dhan34,Medium,1,2.73,139
2017,Kushtia,BRRI dhan38,Long,1,3.52,139
2017,Kushtia,BRRI dhan41,Long,1,3.72,139
2017,Kushtia,BRRI dhan31,Long,2,3.7,139
2017,Kushtia,BRRI dhan38,Long,2,2.71,139
2017,Kushtia,BRRI dhan52,Long,2,4.51,139
2017,Kushtia,BRRI dhan34,Medium,3,3.62,139
2017,Kushtia,BRRI dhan41,Long,3,3.59,139
2017,Rajshahi,BRRI dhan77,Long,2,3.67,139
2017,Rajshahi,BRRI dhan51,Long,3,4.9,139
2017,Satkhira,BRRI dhan70,Medium,1,4.27,139
2017,Satkhira,BR11,Long,2,3.96,139
2017,Satkhira,BR22,Long,2,5.16,139
2017,Satkhira,BRRI dhan40,Long,2,4.91,139
2017,Satkhira,BRRI dhan37,Long,3,3.37,139
2017,Satkhira,BRRI dhan41,Long,3,4.58,139
2017,Satkhira,BRRI dhan44,Long,3,4.82,139
2017,Sonagazi,BRRI dhan38,Long,1,4.67,139
2017,Sonagazi,BRRI dhan38,Long,2,4.67,139
2017,Sonagazi,BRRI dhan38,Long,3,4.2,139
2015,Bhanga,BR25,Medium,1,4.32,140
2015,Bhanga,BR25,Medium,2,4.16,140
2015,Bhanga,BR25,Medium,3,4.63,140
2015,Cumilla,BRRI dhan32,Medium,1,6.35,140
2015,Rajshahi,BR11,Long,1,6.75,140
2015,Rajshahi,BRRI dhan51,Long,1,5.66,140
2015,Rajshahi,BRRI dhan54,Medium,1,4.59,140
2015,Rajshahi,BRRI dhan30,Long,2,6.08,140
2015,Rajshahi,BRRI dhan51,Long,2,4.56,140
2015,Rajshahi,BRRI dhan54,Medium,2,5.58,140
2015,Rajshahi,BR4,Long,3,4.28,140
2015,Rajshahi,BR5,Long,3,3.33,140
2015,Rajshahi,BR11,Long,3,6.25,140
2015,Rajshahi,BRRI dhan30,Long,3,5.83,140
2015,Rajshahi,BRRI dhan52,Long,3,5.5,140
2015,Rajshahi,BRRI dhan54,Medium,3,4.93,140
2015,Satkhira,BRRI dhan30,Long,1,4.74,140
2015,Satkhira,BR11,Long,2,6.51,140
2015,Satkhira,BRRI dhan44,Long,2,5.53,140
2015,Satkhira,BRRI dhan51,Long,2,4.59,140
2016,Bhanga,BRRI dhan31,Long,1,2.92,140
2016,Bhanga,BRRI dhan44,Long,1,2.93,140
2016,Bhanga,BRRI dhan51,Long,1,5.45,140
2016,Bhanga,BRRI dhan32,Medium,2,2.28,140
2016,Bhanga,BRRI dhan51,Long,2,4.54,140
2016,Bhanga,BRRI dhan31,Long,3,3.56,140
2016,Bhanga,BRRI dhan51,Long,3,3.13,140
2016,Bhanga,BRRI dhan54,Medium,3,3.28,140
2016,Cumilla,BRRI dhan37,Long,1,3.54,140
2016,Cumilla,BRRI dhan49,Medium,1,5.32,140
2016,Cumilla,BRRI dhan51,Long,1,4.42,140
2016,Cumilla,BRRI dhan52,Long,1,5.33,140
2016,Cumilla,BRRI dhan54,Medium,1,4.34,140
2016,Cumilla,BRRI dhan34,Medium,2,3.24,140
2016,Cumilla,BRRI dhan34,Medium,3,3.3,140
2016,Cumilla,BRRI dhan37,Long,3,3.33,140
2016,Cumilla,BRRI dhan52,Long,3,4.94,140
2016,Cumilla,BRRI dhan54,Medium,3,4.5,140
2016,Gazipur,BR10,Long,1,6.21,140
2016,Gazipur,BRRI dhan30,Long,1,4.77,140
2016,Gazipur,BR10,Long,2,3.65,140
2016,Gazipur,BRRI dhan30,Long,2,2.33,140
2016,Gazipur,BR10,Long,3,5.19,140
2016,Gazipur,BRRI dhan30,Long,3,2.2,140
2016,Rajshahi,BRRI dhan51,Long,1,6.74,140
2016,Rajshahi,BRRI dhan54,Medium,1,6.32,140
2016,Rajshahi,BRRI dhan77,Long,1,6.95,140
2016,Rajshahi,BR11,Long,2,6.29,140
2016,Rajshahi,BRRI dhan30,Long,2,4.75,140
2016,Rajshahi,BRRI dhan52,Long,2,5.98,140
2016,Rajshahi,BRRI dhan54,Medium,2,6.49,140
2016,Rajshahi,BR4,Long,3,4.8,140
2016,Rajshahi,BR11,Long,3,6.16,140
2016,Rajshahi,BRRI dhan30,Long,3,5.16,140
2016,Rajshahi,BRRI dhan51,Long,3,5.89,140
2016,Rajshahi,BRRI dhan52,Long,3,5.36,140
2017,Barishal,BR10,Long,1,4.89,140
2017,Barishal,BR11,Long,1,5.26,140
2017,Barishal,BRRI dhan30,Long,1,4.9,140
2017,Barishal,BRRI dhan31,Long,1,4.49,140
2017,Barishal,BRRI dhan40,Long,1,3.86,140
2017,Barishal,BR10,Long,2,4.1,140
2017,Barishal,BR11,Long,2,4.46,140
