Year	Station	Variety	Rep	Yield (t/ha)	GD (Days)	Category
2015	Barishal	BRRI dhan39	1	NA	NA	Medium
2015	Barishal	BRRI dhan40	1	NA	NA	Long
2015	Barishal	BRRI dhan41	1	NA	NA	Long
2015	Barishal	BRRI dhan44	1	NA	NA	Long
2015	Barishal	BRRI dhan46	1	NA	NA	Long
2015	Barishal	BRRI dhan49	1	NA	NA	Medium
2015	Barishal	BRRI dhan51	1	NA	NA	Long
2015	Barishal	BRRI dhan52	1	NA	NA	Long
2015	Barishal	BRRI dhan53	1	NA	NA	Medium
2015	Barishal	BRRI dhan54	1	NA	NA	Medium
2015	Barishal	BRRI dhan56	1	NA	NA	Short
2015	Barishal	BRRI dhan57	1	NA	NA	Short
2015	Barishal	BRRI dhan62	1	NA	NA	Short
2015	Barishal	BRRI dhan66	1	NA	NA	Short
2015	Barishal	BR3	2	NA	NA	Long
2015	Barishal	BR4	2	NA	NA	Long
2015	Barishal	BR5	2	NA	NA	Long
2015	Barishal	BR10	2	NA	NA	Long
2015	Barishal	BR11	2	NA	NA	Long
2015	Barishal	BR22	2	NA	NA	Long
2015	Barishal	BR23	2	NA	NA	Long
2015	Barishal	BR25	2	NA	NA	Medium
2015	Barishal	BRRI dhan30	2	NA	NA	Long
2015	Barishal	BRRI dhan31	2	NA	NA	Long
2015	Barishal	BRRI dhan32	2	NA	NA	Medium
2015	Barishal	BRRI dhan33	2	NA	NA	Short
2015	Barishal	BRRI dhan34	2	NA	NA	Medium
2015	Barishal	BRRI dhan37	2	NA	NA	Long
2015	Barishal	BRRI dhan38	2	NA	NA	Long
2015	Barishal	BRRI dhan39	2	NA	NA	Medium
2015	Barishal	BRRI dhan40	2	NA	NA	Long
2015	Barishal	BRRI dhan41	2	NA	NA	Long
2015	Barishal	BRRI dhan44	2	NA	NA	Long
2015	Barishal	BRRI dhan46	2	NA	NA	Long
2015	Barishal	BRRI dhan49	2	NA	NA	Medium
2015	Barishal	BRRI dhan51	2	NA	NA	Long
2015	Barishal	BRRI dhan52	2	NA	NA	Long
2015	Barishal	BRRI dhan53	2	NA	NA	Medium
2015	Barishal	BRRI dhan54	2	NA	NA	Medium
2015	Barishal	BRRI dhan56	2	NA	NA	Short
2015	Barishal	BRRI dhan57	2	NA	NA	Short
2015	Barishal	BRRI dhan62	2	NA	NA	Short
2015	Barishal	BRRI dhan66	2	NA	NA	Short
2015	Barishal	BR3	3	NA	NA	Long
2015	Barishal	BR4	3	NA	NA	Long
2015	Barishal	BR5	3	NA	NA	Long
2015	Barishal	BR10	3	NA	NA	Long
2015	Barishal	BR11	3	NA	NA	Long
2015	Barishal	BR22	3	NA	NA	Long
2015	Barishal	BR23	3	NA	NA	Long
2015	Barishal	BR25	3	NA	NA	Medium
2015	Barishal	BRRI dhan30	3	NA	NA	Long
2015	Barishal	BRRI dhan31	3	NA	NA	Long
2015	Barishal	BRRI dhan32	3	NA	NA	Medium
2015	Barishal	BRRI dhan33	3	NA	NA	Short
2015	Barishal	BRRI dhan34	3	NA	NA	Medium
2015	Barishal	BRRI dhan37	3	NA	NA	Long
2015	Barishal	BRRI dhan38	3	NA	NA	Long
2015	Barishal	BRRI dhan39	3	NA	NA	Medium
2015	Barishal	BRRI dhan40	3	NA	NA	Long
2015	Barishal	BRRI dhan41	3	NA	NA	Long
2015	Barishal	BRRI dhan44	3	NA	NA	Long
2015	Barishal	BRRI dhan46	3	NA	NA	Long
2015	Barishal	BRRI dhan49	3	NA	NA	Medium
2015	Barishal	BRRI dhan51	3	NA	NA	Long
2015	Barishal	BRRI dhan52	3	NA	NA	Long
2015	Barishal	BRRI dhan53	3	NA	NA	Medium
2015	Barishal	BRRI dhan54	3	NA	NA	Medium
2015	Barishal	BRRI dhan56	3	NA	NA	Short
2015	Barishal	BRRI dhan57	3	NA	NA	Short
2015	Barishal	BRRI dhan62	3	NA	NA	Short
2015	Barishal	BRRI dhan66	3	NA	NA	Short
2015	Sonagazi	BR3	1	3.29	NA	Long
2015	Sonagazi	BR4	1	3.64	NA	Long
2015	Sonagazi	BR5	1	5.96	NA	Long
2015	Sonagazi	BR10	1	4.01	NA	Long
2015	Sonagazi	BR11	1	3.06	NA	Long
2015	Sonagazi	BR22	1	4.64	NA	Long
2015	Sonagazi	BR23	1	4.60	NA	Long
2015	Sonagazi	BR25	1	3.37	NA	Medium
2015	Sonagazi	BRRI dhan30	1	2.98	NA	Long
2015	Sonagazi	BRRI dhan31	1	2.87	NA	Long
2015	Sonagazi	BRRI dhan32	1	4.79	NA	Medium
2015	Sonagazi	BRRI dhan33	1	4.17	NA	Short
2015	Sonagazi	BRRI dhan34	1	3.15	NA	Medium
2015	Sonagazi	BRRI dhan37	1	4.55	NA	Long
2015	Sonagazi	BRRI dhan38	1	2.09	NA	Long
2015	Sonagazi	BRRI dhan39	1	3.76	NA	Medium
2015	Sonagazi	BRRI dhan40	1	4.21	NA	Long
2015	Sonagazi	BRRI dhan41	1	4.35	NA	Long
2015	Sonagazi	BRRI dhan44	1	4.52	NA	Long
2015	Sonagazi	BRRI dhan46	1	3.70	NA	Long
2015	Sonagazi	BRRI dhan49	1	3.30	NA	Medium
2015	Sonagazi	BRRI dhan51	1	3.63	NA	Long
2015	Sonagazi	BRRI dhan52	1	4.73	NA	Long
2015	Sonagazi	BRRI dhan53	1	3.47	NA	Medium
2015	Sonagazi	BRRI dhan54	1	3.95	NA	Medium
2015	Sonagazi	BRRI dhan56	1	3.74	NA	Short
2015	Sonagazi	BRRI dhan57	1	2.02	NA	Short
2015	Sonagazi	BRRI dhan62	1	7.56	NA	Short
2015	Sonagazi	BRRI dhan66	1	3.13	NA	Short
2015	Sonagazi	BR3	2	3.30	NA	Long
2015	Sonagazi	BR4	2	4.37	NA	Long
2015	Sonagazi	BR5	2	4.05	NA	Long
2015	Sonagazi	BR10	2	4.19	NA	Long
2015	Sonagazi	BR11	2	3.66	NA	Long
2015	Sonagazi	BR22	2	3.10	NA	Long
2015	Sonagazi	BR23	2	5.43	NA	Long
2015	Sonagazi	BR25	2	3.76	NA	Medium
2015	Sonagazi	BRRI dhan30	2	3.87	NA	Long
2015	Sonagazi	BRRI dhan31	2	3.36	NA	Long
2015	Sonagazi	BRRI dhan32	2	4.38	NA	Medium
2015	Sonagazi	BRRI dhan33	2	3.16	NA	Short
2015	Sonagazi	BRRI dhan34	2	5.34	NA	Medium
2015	Sonagazi	BRRI dhan37	2	7.59	NA	Long
2015	Sonagazi	BRRI dhan38	2	3.16	NA	Long
2015	Sonagazi	BRRI dhan39	2	2.55	NA	Medium
2015	Sonagazi	BRRI dhan40	2	4.76	NA	Long
2015	Sonagazi	BRRI dhan41	2	4.87	NA	Long
2015	Sonagazi	BRRI dhan44	2	2.56	NA	Long
2015	Sonagazi	BRRI dhan46	2	4.04	NA	Long
2015	Sonagazi	BRRI dhan49	2	4.99	NA	Medium
2015	Sonagazi	BRRI dhan51	2	4.13	NA	Long
2015	Sonagazi	BRRI dhan52	2	3.65	NA	Long
2015	Sonagazi	BRRI dhan53	2	2.47	NA	Medium
2015	Sonagazi	BRRI dhan54	2	4.08	NA	Medium
2015	Sonagazi	BRRI dhan56	2	3.73	NA	Short
2015	Sonagazi	BRRI dhan57	2	2.05	NA	Short
2015	Sonagazi	BRRI dhan62	2	3.49	NA	Short
2015	Sonagazi	BRRI dhan66	2	3.74	NA	Short
2015	Sonagazi	BR3	3	3.73	NA	Long
2015	Sonagazi	BR4	3	5.17	NA	Long
2015	Sonagazi	BR5	3	5.35	NA	Long
2015	Sonagazi	BR10	3	4.02	NA	Long
2015	Sonagazi	BR11	3	3.04	NA	Long
2015	Sonagazi	BR22	3	3.13	NA	Long
2015	Sonagazi	BR23	3	4.92	NA	Long
2015	Sonagazi	BR25	3	3.30	NA	Medium
2015	Sonagazi	BRRI dhan30	3	4.91	NA	Long
2015	Sonagazi	BRRI dhan31	3	3.49	NA	Long
2015	Sonagazi	BRRI dhan32	3	5.26	NA	Medium
2015	Sonagazi	BRRI dhan33	3	2.80	NA	Short
2015	Sonagazi	BRRI dhan34	3	3.75	NA	Medium
2015	Sonagazi	BRRI dhan37	3	3.10	NA	Long
2015	Sonagazi	BRRI dhan38	3	6.11	NA	Long
2015	Sonagazi	BRRI dhan39	3	3.53	NA	Medium
2015	Sonagazi	BRRI dhan40	3	7.47	NA	Long
2015	Sonagazi	BRRI dhan41	3	3.47	NA	Long
2015	Sonagazi	BRRI dhan44	3	5.90	NA	Long
2015	Sonagazi	BRRI dhan46	3	5.34	NA	Long
2015	Sonagazi	BRRI dhan49	3	2.86	NA	Medium
2015	Sonagazi	BRRI dhan51	3	5.23	NA	Long
2015	Sonagazi	BRRI dhan52	3	4.83	NA	Long
2015	Sonagazi	BRRI dhan53	3	3.36	NA	Medium
2015	Sonagazi	BRRI dhan54	3	3.51	NA	Medium
2015	Sonagazi	BRRI dhan56	3	3.31	NA	Short
2015	Sonagazi	BRRI dhan57	3	3.05	NA	Short
2015	Sonagazi	BRRI dhan62	3	2.34	NA	Short
2015	Sonagazi	BRRI dhan66	3	3.70	NA	Short
2016	Sonagazi	BR3	1	3.14	NA	Long
2016	Sonagazi	BR4	1	4.68	NA	Long
2016	Sonagazi	BR5	1	6.98	NA	Long
2016	Sonagazi	BR10	1	2.73	NA	Long
2016	Sonagazi	BR11	1	4.65	NA	Long
2016	Sonagazi	BR22	1	4.59	NA	Long
2016	Sonagazi	BR23	1	3.52	NA	Long
2016	Sonagazi	BR25	1	5.84	NA	Medium
2016	Sonagazi	BRRI dhan30	1	4.76	NA	Long
2016	Sonagazi	BRRI dhan31	1	3.52	NA	Long
2016	Sonagazi	BRRI dhan32	1	3.40	NA	Medium
2016	Sonagazi	BRRI dhan33	1	4.69	NA	Short
2016	Sonagazi	BRRI dhan34	1	3.71	NA	Medium
2016	Sonagazi	BRRI dhan37	1	3.69	NA	Long
2016	Sonagazi	BRRI dhan38	1	4.45	NA	Long
2016	Sonagazi	BRRI dhan39	1	4.48	NA	Medium
2016	Sonagazi	BRRI dhan40	1	4.71	NA	Long
2016	Sonagazi	BRRI dhan41	1	3.68	NA	Long
2016	Sonagazi	BRRI dhan44	1	5.64	NA	Long
2016	Sonagazi	BRRI dhan46	1	4.18	NA	Long
2016	Sonagazi	BRRI dhan49	1	5.53	NA	Medium
2016	Sonagazi	BRRI dhan51	1	3.99	NA	Long
2016	Sonagazi	BRRI dhan52	1	3.53	NA	Long
2016	Sonagazi	BRRI dhan53	1	4.30	NA	Medium
2016	Sonagazi	BRRI dhan54	1	4.04	NA	Medium
2016	Sonagazi	BRRI dhan56	1	3.59	NA	Short
2016	Sonagazi	BRRI dhan57	1	3.99	NA	Short
2016	Sonagazi	BRRI dhan62	1	2.73	NA	Short
2016	Sonagazi	BRRI dhan66	1	4.90	NA	Short
2016	Sonagazi	BRRI dhan70	1	4.30	NA	Medium
2016	Sonagazi	BRRI dhan71	1	4.42	NA	Short
2016	Sonagazi	BRRI dhan72	1	5.98	NA	Medium
2016	Sonagazi	BRRI dhan73	1	3.29	NA	Medium
2016	Sonagazi	BRRI dhan75	1	2.83	NA	Short
2016	Sonagazi	BRRI dhan76	1	4.22	NA	Long
2016	Sonagazi	BRRI dhan77	1	1.31	NA	Long
2016	Sonagazi	BR3	2	3.12	NA	Long
2016	Sonagazi	BR4	2	5.65	NA	Long
2016	Sonagazi	BR5	2	3.44	NA	Long
2016	Sonagazi	BR10	2	5.09	NA	Long
2016	Sonagazi	BR11	2	8.25	NA	Long
2016	Sonagazi	BR22	2	5.55	NA	Long
2016	Sonagazi	BR23	2	3.39	NA	Long
2016	Sonagazi	BR25	2	5.28	NA	Medium
2016	Sonagazi	BRRI dhan30	2	5.52	NA	Long
2016	Sonagazi	BRRI dhan31	2	3.94	NA	Long
2016	Sonagazi	BRRI dhan32	2	4.00	NA	Medium
2016	Sonagazi	BRRI dhan33	2	3.71	NA	Short
2016	Sonagazi	BRRI dhan34	2	3.76	NA	Medium
2016	Sonagazi	BRRI dhan37	2	4.04	NA	Long
2016	Sonagazi	BRRI dhan38	2	4.02	NA	Long
2016	Sonagazi	BRRI dhan39	2	4.00	NA	Medium
2016	Sonagazi	BRRI dhan40	2	4.95	NA	Long
2016	Sonagazi	BRRI dhan41	2	3.49	NA	Long
2016	Sonagazi	BRRI dhan44	2	4.41	NA	Long
2016	Sonagazi	BRRI dhan46	2	4.77	NA	Long
2016	Sonagazi	BRRI dhan49	2	4.62	NA	Medium
2016	Sonagazi	BRRI dhan51	2	3.71	NA	Long
2016	Sonagazi	BRRI dhan52	2	4.09	NA	Long
2016	Sonagazi	BRRI dhan53	2	4.88	NA	Medium
2016	Sonagazi	BRRI dhan54	2	4.39	NA	Medium
2016	Sonagazi	BRRI dhan56	2	4.05	NA	Short
2016	Sonagazi	BRRI dhan57	2	4.10	NA	Short
2016	Sonagazi	BRRI dhan62	2	3.50	NA	Short
2016	Sonagazi	BRRI dhan66	2	3.65	NA	Short
2016	Sonagazi	BRRI dhan70	2	5.42	NA	Medium
2016	Sonagazi	BRRI dhan71	2	4.11	NA	Short
2016	Sonagazi	BRRI dhan72	2	5.70	NA	Medium
2016	Sonagazi	BRRI dhan73	2	3.12	NA	Medium
2016	Sonagazi	BRRI dhan75	2	3.34	NA	Short
2016	Sonagazi	BRRI dhan76	2	4.62	NA	Long
2016	Sonagazi	BRRI dhan77	2	4.32	NA	Long
2016	Sonagazi	BR3	3	3.03	NA	Long
2016	Sonagazi	BR4	3	3.98	NA	Long
2016	Sonagazi	BR5	3	3.73	NA	Long
2016	Sonagazi	BR10	3	3.63	NA	Long
2016	Sonagazi	BR11	3	4.53	NA	Long
2016	Sonagazi	BR22	3	5.18	NA	Long
2016	Sonagazi	BR23	3	4.65	NA	Long
2016	Sonagazi	BR25	3	4.58	NA	Medium
2016	Sonagazi	BRRI dhan30	3	5.49	NA	Long
2016	Sonagazi	BRRI dhan31	3	4.20	NA	Long
2016	Sonagazi	BRRI dhan32	3	4.37	NA	Medium
2016	Sonagazi	BRRI dhan33	3	3.69	NA	Short
2016	Sonagazi	BRRI dhan34	3	3.20	NA	Medium
2016	Sonagazi	BRRI dhan37	3	2.38	NA	Long
2016	Sonagazi	BRRI dhan38	3	4.73	NA	Long
2016	Sonagazi	BRRI dhan39	3	4.87	NA	Medium
2016	Sonagazi	BRRI dhan40	3	3.58	NA	Long
2016	Sonagazi	BRRI dhan41	3	3.26	NA	Long
2016	Sonagazi	BRRI dhan44	3	4.45	NA	Long
2016	Sonagazi	BRRI dhan46	3	5.00	NA	Long
2016	Sonagazi	BRRI dhan49	3	4.71	NA	Medium
2016	Sonagazi	BRRI dhan51	3	3.87	NA	Long
2016	Sonagazi	BRRI dhan52	3	4.27	NA	Long
2016	Sonagazi	BRRI dhan53	3	3.57	NA	Medium
2016	Sonagazi	BRRI dhan54	3	4.40	NA	Medium
2016	Sonagazi	BRRI dhan56	3	3.57	NA	Short
2016	Sonagazi	BRRI dhan57	3	2.39	NA	Short
2016	Sonagazi	BRRI dhan62	3	2.97	NA	Short
2016	Sonagazi	BRRI dhan66	3	4.78	NA	Short
2016	Sonagazi	BRRI dhan70	3	5.37	NA	Medium
2016	Sonagazi	BRRI dhan71	3	4.43	NA	Short
2016	Sonagazi	BRRI dhan72	3	4.25	NA	Medium
2016	Sonagazi	BRRI dhan73	3	3.20	NA	Medium
2016	Sonagazi	BRRI dhan75	3	3.48	NA	Short
2016	Sonagazi	BRRI dhan76	3	3.76	NA	Long
2016	Sonagazi	BRRI dhan77	3	4.12	NA	Long
